acr-acc	acr	Achi	cc
aguBl	agu	Aguacateco	cc
knjNT	knj	Akateko	cc
caa	caa	Chorti	cc
cac	cac	Chuj	cc
ixlCNT	ixl	Ixil	cc
ixlNNT	ixl	Ixil	cc
jacNT	jac	Jakalteko	cc
qucNNT	quc	K'iche'	cc
qucTNT	quc	K'iche'	cc
quctt	quc	K'iche'	cc
cakENT	cak	Kaqchikel	cc
cak	cak	Kaqchikel	cc
cakCNT	cak	Kaqchikel	cc
cakNT	cak	Kaqchikel	cc
cakSNT	cak	Kaqchikel	cc
cakYNT	cak	Kaqchikel	cc
cakWNT	cak	Kaqchikel	cc
mamC	mam	Mam	cc
mamNT	mam	Mam	cc
pohNT	poh	Poqomchi'	cc
kekNT	kek	Q'eqchi'	cc
ttcNT	ttc	Tektiteko	cc
tzjE	tzj	Tz'utujil	cc
tzjNT	tzj	Tz'utujil	cc
uspNT	usp	Uspanteko	cc
bsp	bsp	Baga Sitemu	cc
fuf	fuf	Pular	cc
sus	sus	Susu	cc
susa	sus	Susu	cc
tod	tod	Toma	cc
yal	yal	Yalunka	cc
akeNT	ake	Akawaio	cc
wapNT	wap	Wapishana	cc
hat	hat	Haitian	public
hatbsa	hat	Haitian	cc
cabNT	cab	Garifuna	cc
jicNT	jic	Tol	cc
hun	hun	Magyar	cc
isl	isl	Icelandic	cc
ahr	ahr	Ahirani	cc
asmfb	asm	Assamese	cc
bpx	bpx	Bareli, Palya	cc
bhd	bhd	Bhadrawahi	cc
bht	bht	Bhattiyali	cc
bdv	bdv	Bodo Parja	cc
tczchongthu	tcz	Chin, Thado	cc
dso	dso	Desiya	cc
gaq	gaq	Gata'	cc
guj2017	guj	Gujarati	cc
bgc	bgc	Haryanvi	cc
hincv	hin	Hindi	cc
hin2017	hin	Hindi	cc
hoy	hoy	Holiya	cc
juy	juy	Juray	cc
kanokcv	kan	Kannada	cc
kan2017	kan	Kannada	cc
kxv	kxv	Kuvi	cc
lbm	lbm	Lodhi	cc
mal	mal	Malayalam	cc
mar	mar	Marathi	cc
mni	mni	Meitei	cc
unx	unx	Munda	cc
nag	nag	Naga Pidgin	cc
kfw	kfw	Naga, Kharam	cc
tvt	tvt	Naga, Tutsa	cc
nlx	nlx	Nahali	cc
ory	ory	Oriya	cc
bfz	bfz	Pahari, Mahasu	cc
pan	pan	Panjabi, Eastern	cc
peg	peg	Pengo	cc
sch	sch	Sakachep	cc
sankan	san	Saṃskṛtam	cc
sankhm	san	Saṃskṛtam	cc
sanmal	san	Saṃskṛtam	cc
sanori	san	Saṃskṛtam	cc
sanpun	san	Saṃskṛtam	cc
sansin	san	Saṃskṛtam	cc
santam	san	Saṃskṛtam	cc
santel	san	Saṃskṛtam	cc
santha	san	Saṃskṛtam	cc
santib	san	Saṃskṛtam	cc
sanurd	san	Saṃskṛtam	cc
sanvel	san	Saṃskṛtam	cc
sancol	san	Sanskrit	cc
sanias	san	Sanskrit	cc
sanbur	san	Sanskrit	cc
sanasm	san	Sanskrit	cc
sanben	san	Sanskrit	cc
sandev	san	Sanskrit	cc
sanguj	san	Sanskrit	cc
sanhk	san	Sanskrit	cc
saniso	san	Sanskrit	cc
sanitr	san	Sanskrit	cc
tamtcv	tam	Tamil	cc
tam2017	tam	Tamil	cc
tel2017	tel	Telugu	cc
malc	mal	മലയാളം	cc
alpNT	alp	Alune	cc
aaz	aaz	Amarasi	cc
amk	amk	Ambai	cc
blzNT	blz	Balantak	cc
ptu	ptu	Bambam	cc
beu	beu	Blagar	cc
row	row	Dela-Oenale	cc
nfa	nfa	Dhao	cc
hvn	hvn	Hawu	cc
hegNTpo	heg	Helong	cc
indags	ind	Indonesian	cc
ind	ind	Indonesian	cc
kjeNT	kje	Kisar	cc
mkn	mkn	Kupang Malay	cc
llg	llg	Lole	cc
lex	lex	Luang	cc
mqjNT	mqj	Mamasa	cc
nbq	nbq	Nggem	cc
rgu	rgu	Rikou	cc
tet	tet	Tetun	cc
txq	txq	Tii	cc
kkl	kkl	Yale, Kosarek	cc
yvaNT	yva	Yawa	cc
azb	azb	Azerbaijani, South	cc
glk	glk	Gilaki	cc
pesopcb	pes	Iranian Persian	cc
pesOPV	pes	Persian	public
aii	aii	Assyrian Neo-Aramaic	cc
ckb	ckb	Central Kurdish	cc
heblb	heb	Hebrew	cc
hbo	hbo	Hebrew	public
heb	heb	Hebrew	public
hboWLC	hbo	Hebrew	cc
ita1885	ita	Italian	public
ita1927	ita	Italian	public
jpn1965	jpn	Japanese	public
luo	luo	Dholuo	cc
kik	kik	Gikuyu	cc
spyNT	spy	Sabaot	cc
sxbNT	sxb	Suba	cc
arb-vd	arb	Arabic	public
lit	lit	Lithuanian	cc
tdx	tdx	Malagasy, Tandroy-Mahafaly	cc
nya	nya	Chichewa	cc
yao	yao	Chiyawo	cc
zlmKSZI	zlm	Malay	cc
ffm	ffm	Fulfulde, Maasina	cc
myk	myk	Sénoufo, Mamara	cc
spp	spp	Sénoufo, Supyire	cc
amuNT	amu	Amuzgo, Guerrero	cc
azgNT	azg	Amuzgo, San Pedro Amuzgos	cc
cya	cya	Chatino, Nopala	cc
ctaNT	cta	Chatino, Tataltepec	cc
ctpNT	ctp	Chatino, Western Highland	cc
ccoNT	cco	Chinantec, Comaltepec	cc
cnlNT	cnl	Chinantec, Lalana	cc
cleNT	cle	Chinantec, Lealao	cc
chzNTps	chz	Chinantec, Ozumacín	cc
cpaNT	cpa	Chinantec, Palantla	cc
chqNT	chq	Chinantec, Quiotepec	cc
csoNT	cso	Chinantec, Sochiapam	cc
cntNT	cnt	Chinantec, Tepetotutla	cc
cucNT	cuc	Chinantec, Usila	cc
ctucti	ctu	Chol	cc
ctu76	ctu	Chol	cc
ctuBl	ctu	Chol	cc
chdNT	chd	Chontal, Highland Oaxaca	cc
chfNT	chf	Chontal, Tabasco	cc
crnNT	crn	Cora, El Nayar	cc
cuxNT	cux	Cuicatec, Tepeuxila	cc
cutNT	cut	Cuicatec, Teutila	cc
husNT2005	hus	Huastec	cc
husNT1971	hus	Huastec	cc
huvNT	huv	Huave, San Mateo Del Mar	cc
hchNT	hch	Huichol	cc
lacNT	lac	Lacandon	cc
mazNT	maz	Mazahua, Central	cc
maqNT	maq	Mazatec, Chiquihuitlán	cc
mauNT	mau	Mazatec, Huautla	cc
majNT	maj	Mazatec, Jalapa de Díaz	cc
maaNT	maa	Mazatec, San Jerónimo Tecóatl	cc
vmyNT	vmy	Mazateco, Ayautla	cc
mcoNT	mco	Mixe, Coatlán	cc
mirNT	mir	Mixe, Isthmus	cc
mxqNT	mxq	Mixe, Juquila	cc
mxpNT	mxp	Mixe, Tlahuitoltepec	cc
mtoNT	mto	Mixe, Totontepec	cc
mibNT	mib	Mixtec, Atatláhuca	cc
mihNT	mih	Mixtec, Chayuco	cc
mizNT	miz	Mixtec, Coatzospan	cc
xtdNT	xtd	Mixtec, Diuxi-tilantongo	cc
mxtNT	mxt	Mixtec, Jamiltepec	cc
xtmNTpp	xtm	Mixtec, Magdalena Peñasco	cc
mieNT	mie	Mixtec, Ocotepec	cc
milNT	mil	Mixtec, Peñoles	cc
mioNT	mio	Mixtec, Pinotepa Nacional	cc
mjcNT	mjc	Mixtec, San Juan Colorado	cc
migNT	mig	Mixtec, San Miguel el Grande	cc
mksNT	mks	Mixtec, Silacayoapan	cc
mitNT	mit	Mixtec, Southern Puebla	cc
mxbNT	mxb	Mixtec, Tezoatlán	cc
mpmNT	mpm	Mixtec, Yosondúa	cc
nhwBl	nhw	Nahuatl, Huasteca Occidental	cc
nheNT	nhe	Nahuatl, Huasteca Oriental	cc
nguNT	ngu	Nahuatl, Guerrero	cc
azzNT	azz	Nahuatl, Highland Puebla	cc
nchBl	nch	Nahuatl, Huasteca Central	cc
nheBl	nhe	Nahuatl, Huasteca Oriental	cc
nclNT	ncl	Nahuatl, Michoacán	cc
nhyNT	nhy	Nahuatl, Northern Oaxaca	cc
ncjNT	ncj	Nahuatl, Northern Puebla	cc
nplNT	npl	Nahuatl, Southeastern Puebla	cc
nhgNT	nhg	Nahuatl, Tetelcingo	cc
nhiNT	nhi	Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla	cc
otmNT	otm	Otomi, Eastern Highland	cc
otsNT	ots	Otomi, Estado de México	cc
oteNT	ote	Otomi, Mezquital	cc
otqNT	otq	Otomi, Querétaro	cc
otnNT	otn	Otomi, Tenango	cc
poeNT	poe	Popoloca, San Juan Atzingo	cc
plsNT	pls	Popoloca, San Marcos Tlalcoyalco	cc
poiNT	poi	Popoluca, Highland	cc
spabes	spa	Spanish	cc
spapddpt	spa	Spanish	cc
tacNT	tac	Tarahumara, Western	cc
teeNT	tee	Tepehua, Huehuetla	cc
tptNT	tpt	Tepehua, Tlachichilco	cc
ntpNT	ntp	Tepehuan, Northern	cc
stpNT	stp	Tepehuan, Southeastern	cc
tojNT	toj	Tojolabal	cc
tocNT	toc	Totonac, Coyutla	cc
tosNT	tos	Totonac, Highland	cc
topNT	top	Totonac, Papantla	cc
tkuNT	tku	Totonac, Upper Necaxa	cc
tooNT	too	Totonac, Xicotepec De Juárez	cc
trcNT	trc	Triqui, Copala	cc
tzotzc	tzo	Tzotzil	cc
tzotze	tzo	Tzotzil	cc
tzoNT	tzo	Tzotzil	cc
tzoSA	tzo	Tzotzil	cc
tzoZNT	tzo	Tzotzil	cc
yaqNT	yaq	Yaqui	cc
zpoNT	zpo	Zapotec, Amatlán	cc
zadNT	zad	Zapotec, Cajonos	cc
zpvNT	zpv	Zapotec, Chichicapan	cc
zpcNT	zpc	Zapotec, Choapan	cc
zcaNT	zca	Zapotec, Coatecas Altas	cc
zaiNT	zai	Zapotec, Isthmus	cc
zplNT	zpl	Zapotec, Lachixío	cc
zamNT	zam	Zapotec, Miahuatlán	cc
zpmNT	zpm	Zapotec, Mixtepec	cc
zacNT	zac	Zapotec, Ocotlán	cc
zaoNT	zao	Zapotec, Ozolotepec	cc
ztqNT	ztq	Zapotec, Quioquitani-Quierí	cc
zarNT	zar	Zapotec, Rincón	cc
zabNT	zab	Zapotec, San Juan Guelavía	cc
zapNT	zpi	Zapotec, Santa María Quiegolani	cc
zasNT	zas	Zapotec, Santo Domingo Albarradas	cc
zaaNT	zaa	Zapotec, Sierra de Juárez	cc
zsrNT	zsr	Zapotec, Southern Rincon	cc
zatNTps	zat	Zapotec, Tabaa	cc
zpzNTpp	zpz	Zapotec, Texmelucan	cc
zpuNT	zpu	Zapotec, Yalálag	cc
ztyNTps	zty	Zapotec, Yatee	cc
zavNT	zav	Zapotec, Yatzachi	cc
zpqNT	zpq	Zapotec, Zoogocho	cc
zosNT	zos	Zoque, Francisco León	cc
chk	chk	Chuukese	cc
kpg	kpg	Kapingamarangi	cc
kos	kos	Kosraean	public
mkj	mkj	Mokilese	cc
pon2006	pon	Pohnpeian	cc
pon2006a	pon	Pohnpeian	cc
pon-pdn	pon	Pohnpeian	public
pon	pon	Pohnpeian	public
uli	uli	Ulithian	cc
yap	yap	Yapese	cc
eko	eko	Kote	cc
mgh	mgh	Makhuwa-Meetto	cc
mgh2016	mgh	Makhuwa-Meetto	cc
kde	kde	Makonde	cc
wmw	wmw	Mwani	cc
seh	seh	Sena	cc
tke	tke	Takwane	cc
mya	mya	Burmese	public
myajvb	mya	Burmese	public
dao	dao	Chin, Daai	cc
cekak	cek	Chin, Eastern Khumi	public
hltmcsb	hlt	Chin, Matu	cc
hlt	hlt	Chin, Matu	public
hltthb	hlt	Chin, Matu	cc
csy	csy	Chin, Siyin	cc
cth	cth	Chin, Thaiphum	cc
zypNT	zyp	Chin, Zyphe	cc
atbNT	atb	Zaiwa	cc
sbs	sbs	Kuhane	cc
lifNT2	lif	Limbu	cc
lifNT	lif	Limbu	cc
npiulb	npi	Nepali	cc
suzBl	suz	Sunwar	cc
taj	taj	Tamang, Eastern	cc
nld	nld	Dutch	public
nld1939	nld	Dutch	public
priNT	pri	Paicî	cc
amo	amo	Amo	cc
bsj	bsj	Bangwinji	cc
bqcsim	bqc	Boko	cc
bus	bus	Bokobaru	cc
jid	jid	Bu	cc
bqp	bqp	Busa	cc
hausa	hau	Hausa	cc
hauulb	hau	Hausa	cc
ibo	ibo	Igbo	cc
ikkNT	ikk	Ika	cc
ikwNT	ikw	Ikwere	cc
atgNT	atg	Ivbie North-Okpela-Arhe	cc
jni	jni	Janji	cc
ninNT	nin	Ninzo	cc
kdlNT	kdl	Tsikimba	cc
tswNT	tsw	Tsishingini	cc
yor	yor	Yorùbá	cc
noblb	nob	Norwegian	cc
urdgvr	urd	Urdu	cc
urdgvu	urd	Urdu	cc
urdgvh	urd	Urdu	cc
urd	urd	Urdu	cc
sabNT	sab	Buglere	cc
empNTpo	emp	Emberá, Northern	cc
kvnNT	kvn	Kuna, Border	cc
cuk09	cuk	Kuna, San Blas	cc
gymNT	gym	Ngäbere	cc
cuk	cuk	San Blas Kuna	cc
tfrNTpo	tfr	Teribe	cc
kud	kud	'Auhelawa	cc
aau	aau	Abau	cc
adz	adz	Adzera	cc
agd	agd	Agarabi	cc
spm	spm	Akukem	cc
amp	amp	Alamblak	cc
gah	gah	Alekano or Gahuku	cc
amm	amm	Ama	cc
amn-n	amn	Amanab	cc
amn-amanab	amn	Amanab	cc
abt-maprik	abt	Ambulas	cc
aey	aey	Amele	cc
aby	aby	Aneme Wake	cc
agm	agm	Angaataha	cc
agg	agg	Angor	cc
boj	boj	Anjam	cc
boj2014	boj	Anjam	cc
aak	aak	Ankave	cc
aui	aui	Anuki	cc
aon	aon	Arapesh	cc
mwc	mwc	Are	cc
apr	apr	Arop-Lokep	cc
msy2020	msy	Aruamu	cc
msy	msy	Aruamu	cc
avt	avt	Au	cc
awb	awb	Awa	cc
awx	awx	Awara	cc
auy	auy	Awiyaana	cc
bbb	bbb	Barai	cc
mlp	mlp	Bargam	cc
bch	bch	Bariai	cc
bjk	bjk	Barok	cc
bjz	bjz	Baruga	cc
byr	byr	Baruya	cc
bbd	bbd	Bau	cc
beo	beo	Beami	cc
bef	bef	Benabena	cc
big	big	Biangai	cc
big2013	big	Biangai	none
bhl	bhl	Bimin	cc
bhg	bhg	Binandere	cc
bon	bon	Bine	cc
bjr	bjr	Binumarien	cc
mux	mux	Bo-Ung	cc
bnp	bnp	Bola	cc
gai	gai	Borei	cc
ksr	ksr	Borong	cc
bzh	bzh	Buang	cc
mmo	mmo	Buang, Mangga	cc
bxh	bxh	Buhutu	cc
buk	buk	Bukawa	cc
apeB	ape	Bukiyip	cc
apec	ape	Bukiyip	cc
bdd	bdd	Bunama	cc
tte	tte	Bwanabwana	cc
tteo	tte	Bwanabwana	cc
cjv	cjv	Chuave	cc
mps	mps	Dadibi	cc
dgz	dgz	Daga	cc
aso	aso	Dano	cc
dww	dww	Dawawa	cc
ded	ded	Dedua	cc
dob	dob	Dobu	cc
kqc	kqc	Doromu-Koki	cc
kjs	kjs	East Kewa	cc
etr	etr	Edolo	cc
enq2	enq	Enga	cc
enq	enq	Enga	cc
mcq	mcq	Ese or Managalasi	cc
nou	nou	Ewage-Notu	cc
fai	fai	Faiwol	cc
bjp	bjp	Fanamaket	cc
faa	faa	Fasu	cc
aoj-filifita	aoj	Filifita dialect of Mufian	cc
ppo	ppo	Folopa	cc
for	for	Fore	cc
pwg	pwg	Gapapaiwa	cc
bmk	bmk	Ghayavi	cc
bbr	bbr	Girawa	cc
bbr2013	bbr	Girawa	none
tof	tof	Gizrra	cc
gvf	gvf	Golin	cc
ghs	ghs	Guhu-Samane	cc
gvs	gvs	Gumawana	cc
dah	dah	Gwahatike	cc
hla	hla	Halia	cc
wos	wos	Hanga Hundi	cc
tmd	tmd	Haruai	cc
hui	hui	Huli	cc
yml	yml	Iamalele	cc
ian	ian	Iatmul	cc
viv	viv	Iduna	cc
imo	imo	Imbo Ungu	cc
ino	ino	Inoke-Yate	cc
ino2013	ino	Inoke-Yate	none
ipi	ipi	Ipili	cc
kbm	kbm	Iwal	cc
iws	iws	Iwam, Sepik	cc
nca	nca	Iyo	cc
kqf	kqf	Kakabai	cc
kmh	kmh	Kalam	cc
bco	bco	Kaluli	cc
kbq	kbq	Kamano	cc
kms	kms	Kamasau	cc
xla	xla	Kamula	cc
soq	soq	Kanasi	cc
kqw	kqw	Kandas	cc
gam	gam	Kandawo	cc
wat	wat	Kaninuwa	cc
kmu	kmu	Kanite	cc
leu	leu	Kara	cc
yuj	yuj	Karkar-Yuri	cc
khs	khs	Kasua	cc
kmg	kmg	Kate	cc
ksd	ksd	Kauana	cc
khz	khz	Keapara	cc
bmh	bmh	Kein	cc
kyg	kyg	Keyagana	cc
kij	kij	Kilivila	cc
geb	geb	Kire	cc
kiw	kiw	Kiwai, Northeast	cc
kpw	kpw	Kobon	cc
kpx	kpx	Koiali, Mountain	cc
kpf	kpf	Komba	cc
xbi-w	xbi	Kombio	cc
xbi-y	xbi	Kombio	cc
kxw	kxw	Konai	none
kpr	kpr	Korafe	cc
kze	kze	Kosena	cc
kgf	kgf	Kube	cc
kue	kue	Kuman	cc
kvg	kvg	Kuni-Boazi	cc
kup	kup	Kunimaipa	cc
kto	kto	Kuot	cc
ktm	ktm	Kurti	cc
kwj	kwj	Kwanga	cc
kmo	kmo	Kwoma	cc
kyc	kyc	Kyaka Enga	cc
kql	kql	Kyenele	cc
lbb	lbb	Label	cc
uvl	uvl	Lote	cc
mmx	mmx	Madak	cc
mzz	mzz	Maiadomu	cc
mti	mti	Maiwa	cc
hot	hot	Malei-Hote	cc
mva	mva	Manam	cc
mle	mle	Manambu	cc
tbf	tbf	Mandara	cc
mbh	mbh	Mangseng	cc
mlh	mlh	Mape	cc
dad	dad	Marik	cc
met	met	Mato	cc
mhl	mhl	Mauwake	cc
mna	mna	Mbula	cc
mek	mek	Mekeo	cc
tpiOTNT	tpi	Melanesian Pidgin	cc
tpi	tpi	Melanesian Pidgin	cc
med	med	Melpa	cc
sim	sim	Mende	cc
mee	mee	Mengen	cc
mcr	mcr	Menya	cc
mpt	mpt	Mian	cc
mpp	mpp	Migabac	cc
mvn	mvn	Minaveha	cc
aai	aai	Miniafia	cc
kmh-m	kmh	Minimib dialect of Kalam	cc
mpx	mpx	Misima-Paneati	cc
mox	mox	Molima	cc
meu	meu	Motu	cc
hmo	hmo	Motu, Hiri	cc
aoj	aoj	Mufian	cc
kqa	kqa	Mum	cc
emi	emi	Mussau-Emira	cc
tuc-o	tuc	Mutu	cc
tuc-t	tuc	Mutu	cc
myw	myw	Muyuw	cc
nas	nas	Naasioi	cc
naf	naf	Nabak	cc
nak	nak	Nakanai	cc
nss	nss	Nali	cc
nvm	nvm	Namiae	cc
nsn	nsn	Nehan	cc
nif	nif	Nek	cc
anh	anh	Nend	cc
nii	nii	Nii	cc
gaw	gaw	Nobonob	cc
tbg-a	tbg	North Tairora	cc
klt	klt	Nukna	cc
nuq	nuq	Nukumanu	none
nop	nop	Numanggang	cc
lid	lid	Nyindrou	cc
kkc	kkc	Odoodee	cc
eri	eri	Ogea	cc
opm	opm	Oksapmin	cc
ong	ong	Olo	cc
aom	aom	Omie	cc
omw-v	omw	Omwunra-Toqura or South Tairora	cc
ons	ons	Ono	cc
okvh	okv	Orokaiva	cc
okv	okv	Orokaiva	cc
ptp	ptp	Patep	cc
gfkh	gfk	Patpatar	cc
gfk	gfk	Patpatar	cc
gfks	gfk	Patpatar	cc
ata	ata	Pele-Ata	cc
byx	byx	Qaqet	cc
rai	rai	Ramoaaina	cc
rwo-karo	rwo	Rawa	cc
rwo-rawa	rwo	Rawa	cc
nmws	nmw	Rifao	cc
roo	roo	Rotokas	cc
apz	apz	Safeyoka	cc
