sbe	sbe	Saliba	cc
sll	sll	Salt-Yui	cc
snx	snx	Sam	cc
sny	sny	Saniyo-Hiyewe	cc
sps	sps	Saposa	cc
ssg	ssg	Seimat	cc
spl	spl	Selepet	cc
ssx	ssx	Sembeleke	cc
snp	snp	Siane	cc
snp-lambau	snp	Siane	cc
snc	snc	Sinaugoro	cc
xsi	xsi	Sio	cc
ssd	ssd	Siroi	cc
bmu	bmu	Somba-Siawari or Burum-Mindik	cc
urw	urw	Sop	cc
omw-a	omw	South Tairora	cc
swp	swp	Suau	cc
tgo	tgo	Sudest	cc
sue	sue	Suena	cc
sua	sua	Sulka	cc
sgz	sgz	Sursurunga	cc
knv-aramia	knv	Tabo	cc
knv-fly_river	knv	Tabo	cc
taw	taw	Tai	cc
tbg	tbg	Tairora	cc
omw	omw	Tairora, South	cc
tbc	tbc	Takia	cc
nho	nho	Takuu	cc
tpa	tpa	Taupota	cc
tbo	tbo	Tawala	cc
tlf	tlf	Telefol	cc
tif	tif	Tifal	cc
tim	tim	Timbe	cc
tpz	tpz	Tinputz	cc
iou	iou	Tuma-Irumu	cc
lcm	lcm	Tungag	cc
ksj	ksj	Uare	cc
ubr	ubr	Ubir	cc
gdn	gdn	Umanakaina	cc
ubu-andelale	ubu	Umbu-Ungu	cc
ubu-kala	ubu	Umbu-Ungu	cc
ubu-nopenge	ubu	Umbu-Ungu	cc
urt	urt	Urat	cc
uvh	uvh	Uri	cc
uri	uri	Urim	cc
wnu	wnu	Usan	cc
usa	usa	Usarufa	cc
wiv	wiv	Vitu	cc
waj	waj	Waffa	cc
fad	fad	Wagi	none
rro	rro	Waima	cc
wnc	wnc	Wantoat	cc
wrs	wrs	Waris	cc
wsk	wsk	Waskia	cc
wed	wed	Wedau	cc
wed-topura	wed	Wedau	cc
wer	wer	Weri	cc
kew	kew	West Kewa	cc
gdr	gdr	Wipi	cc
wiu	wiu	Wiru	cc
abt-wosera	abt	Wosera-Kamu dialect of Ambulas	cc
wuv	wuv	Wuvalu-Aua	cc
jae	jae	Yabem	cc
yrb	yrb	Yareba	cc
yuw	yuw	Yau	cc
yby	yby	Yaweyuha	cc
yle	yle	Yele	cc
yss-yamano	yss	Yessan-Mayo	cc
yss-yawu	yss	Yessan-Mayo	cc
byr-w	byr	Yipma	cc
yon	yon	Yongkom	cc
yut	yut	Yopno	cc
zia	zia	Zia	cc
kud2014	kud	’Auhelawa	none
mca	mca	Maka	cc
acuNT	acu	Achuar-shiwiar	cc
agr	agr	Aguaruna	cc
cpcNT	cpc	Ajyíninka Apurucayali	cc
amrNT	amr	Amarakaeri	cc
arlNT	arl	Arabela	cc
cniNT	cni	Asháninka	cc
cjoNT	cjo	Ashéninka Pajonal	cc
cpuNT	cpu	Ashéninka, Pichis	cc
cpy	cpy	Ashéninka, South Ucayali	cc
cpbNT	cpb	Ashéninka, Ucayali-yurúa	cc
boaNT	boa	Bora	cc
cbuNT	cbu	Candoshi-Shapra	cc
kaqNT	kaq	Capanahua	cc
cbrNT	cbr	Cashibo-Cacataibo	cc
cbtNTpo	cbt	Chayahuita	cc
hubNT	hub	Huambisa	cc
huuNT	huu	Huitoto, Murui	cc
cbsNT	cbs	Kashinawa	cc
mcbNT	mcb	Machiguenga	cc
mcfNT	mcf	Matsés	cc
notNT	not	Nomatsiguenga	cc
qvcNT	qvc	Quechua, Cajamarca	cc
qveNT	qve	Quechua, Eastern Apurímac	cc
qub	qub	Quechua, Huallaga Huánuco	cc
qvhNT	qvh	Quechua, Huamalíes-Dos de Mayo Huánuco	cc
qwhNT	qwh	Quechua, Huaylas Ancash	cc
qvwNT	qvw	Quechua, Huaylla Wanca	cc
qufNT	quf	Quechua, Lambayeque	cc
qvmNT	qvm	Quechua, Margos-Yarowilca-Lauricocha	cc
qvnNT	qvn	Quechua, North Junín	cc
qxnNT	qxn	Quechua, Northern Conchucos Ancash	cc
qxhNT	qxh	Quechua, Panao Huánuco	cc
qvsNT	qvs	Quechua, San Martín	cc
qxoNT	qxo	Quechua, Southern Conchucos Ancash	cc
qupNT	qup	Quechua, Southern Pastaza	cc
mcdNT	mcd	Sharanahua	cc
shpNTpo	shp	Shipibo-Conibo	cc
tcaNT	tca	Ticuna	cc
uraNT	ura	Urarina	cc
yadNT	yad	Yagua	cc
yaaNT	yaa	Yaminahua	cc
ameNT	ame	Yanesha'	cc
pibNT	pib	Yine	cc
dgc	dgc	Agta, Casiguran Dumagat	cc
agt	agt	Agta, Central Cagayan	cc
agn	agn	Agutaynen	cc
att	att	Atta, Pamplona	cc
sgb	sgb	Ayta, Mag-antsi	cc
blw	blw	Balangao	cc
bkd	bkd	Binukid	cc
bpr	bpr	Blaan, Koronadal	cc
bps	bps	Blaan, Sarangani	cc
smkNT	smk	Bolinao	cc
lbk	lbk	Bontok, Central	cc
ebk	ebk	Bontok, Eastern	cc
clu	clu	Caluyanun	cc
cebulb	ceb	Cebuano	cc
cbk	cbk	Chavacano	cc
iloulb	ilo	Ilocano	cc
abx	abx	Inabaknon	cc
cgc	cgc	Kagayanen	cc
kmk	kmk	Kalinga, Limos	cc
kne	kne	Kankanaey	cc
xnn	xnn	Kankanay, Northern	cc
msmNT	msm	Manobo, Agusan	cc
atdNT	atd	Manobo, Ata	cc
mbtNT	mbt	Manobo, Matigsalug	cc
oboNT	obo	Manobo, Obo	cc
mbs	mbs	Manobo, Sarangani	cc
mbbOT	mbb	Manobo, Western Bukidnon	cc
msk	msk	Mansaka	cc
msb	msb	Masbatenyo	cc
prfNT	prf	Paranan	cc
bgs	bgs	Tagabawa	cc
tglulb	tgl	Tagalog	cc
tblNT	tbl	Tboli	cc
tiy	tiy	Tiruray	cc
yka	yka	Yakan	cc
epo	epo	Esperanto	public
polubg	pol	Polish	cc
polsz	pol	Polski	cc
ronBayash	ron	Romanian	cc
ron1924	ron	Romanian	public
ronlsb	ron	Romanian	public
kca	kca	Khanty	cc
russyn	rus	Russian	public
acfNT	acf	Saint Lucian Creole French	cc
knf	knf	Mankanya	cc
wolKYG	wol	Wolof	cc
wol2010	wol	Wolof	cc
rmyArli	rmy	Romani, Vlax	cc
rmyChergash	rmy	Romani, Vlax	cc
rmyGurbet	rmy	Romani, Vlax	cc
srp1865	srp	Serbian	public
rmc	rmc	Romani, Carpathian	cc
aia	aia	Arosi	cc
bvd	bvd	Baeggu	cc
bgt	bgt	Bughotu	cc
far	far	Fataleka	cc
nlg	nlg	Gela	cc
kwd	kwd	Kwaio	cc
kwf	kwf	Kwara'ae	cc
ntu	ntu	Natügu	cc
rug	rug	Roviana	cc
apb	apb	Sa'a	cc
lgl	lgl	Wala	cc
som	som	Somali	cc
mgc	mgc	Morokodo	cc
spaRV1909	spa	Spanish	public
sparvg	spa	Spanish	cc
spablm	spa	Spanish	public
spavbl	spa	Spanish	cc
dikNT	dik	Dinka, Southwestern	cc
shj	shj	Shatt	cc
udu	udu	Uduk	cc
carNT	car	Carib	cc
djkNT	djk	Eastern Maroon Creole	cc
hnsNT	hns	Hindustani, Caribbean	cc
jvnNT	jvn	Javanese, Caribbean	cc
srmNT	srm	Saramaccan	cc
srnNT	srn	Sranan	cc
swe	swe	Swedish	cc
tgk	tgk	Tajik	cc
isn	isn	Isanzu	cc
reg	reg	Kara	cc
zgam	zga	Kinga	cc
kiz	kiz	Kisi	cc
swhonen	swh	Kiswahili	cc
kdc	kdc	Kutu	cc
cwe	cwe	Kwere	cc
ruf	ruf	Luguru	cc
mgw	mgw	Matumbi	cc
mwe	mwe	Mwera	cc
ndj	ndj	Ndamba	cc
ndg	ndg	Ndengereko	cc
nnq	nnq	Ngindo	cc
xnj	xnj	Ngoni	cc
ngp	ngp	Nguu	cc
poy	poy	Pogolo	cc
sbk	sbk	Safwa	cc
swh1850	swh	Swahili	public
swhulb	swh	Swahili	cc
vid	vid	Vidunda	cc
wbi	wbi	Vwanji	cc
zaj	zaj	Zaramo	cc
ziw	ziw	Zigua	cc
thaKJV	tha	Thai	cc
bkx	bkx	Baikeno	cc
tdt	tdt	Tetun Dili	cc
gngNT	gng	Ngangam	cc
ton	ton	Tongan	public
turev	tur	Turkish	public
lug	lug	Luganda	cc
rmyvlakh	rmy	Romani	cc
rmylovari	rmy	Romani	cc
rmczrb	rmc	Romani, Carpathian	cc
rmyservi	rmy	Romani, Vlax	cc
ukr1996	ukr	Ukrainian	none
ukr1871	ukr	Ukrainian	public
ukronpu	ukr	Ukranian	cc
engaoi	eng	English	cc
engBBE	eng	English	public
eng-Brenton	eng	English	public
eng-uk-lxx2012	eng	English	public
engDBY	eng	English	public
engDRA	eng	English	public
engemtv	eng	English	cc
engwyc2018	eng	English	cc
engwyc2017	eng	English	cc
enggnv	eng	English	public
eng-kjv2006	eng	English	public
eng-kjv	eng	English	public
engkjvcpb	eng	English	public
englee	eng	English	public
engnoy	eng	English	public
engoebcw	eng	English	public
eng-rv	eng	English	public
engoke	eng	English	public
engtnt	eng	English	public
engwebpb	eng	English	public
eng-webbe	eng	English	public
engwmbb	eng	English	public
engWycliffe	eng	English	public
engylt	eng	English	public
apwNT	apw	Apache, Western	cc
arp	arp	Arapaho	public
eng-asv	eng	English	public
engasvbt	eng	English	public
englsv	eng	English	cc
eng-glw	eng	English	cc
eng-lxx2012	eng	English	public
engnet	eng	English	none
engourb	eng	English	cc
engoebus	eng	English	public
engtcent	eng	English	cc
eng-t4t	eng	English	cc
engULB	eng	English	cc
engwebster	eng	English	public
engwebp	eng	English	public
eng-web-c	eng	English	public
eng-web	eng	English	public
engwmb	eng	English	public
gwiNT	gwi	Gwich'in	cc
haw1868	haw	Hawaiian	public
hopNT	hop	Hopi	cc
paoNT	pao	Paiute, Northern	cc
gulNT	gul	Sea Island Creole English	cc
tew	tew	Tewa	cc
oodNT	ood	Tohono O'odham	cc
engbsb	eng	English	cc
engf35	eng	English	cc
engfbv	eng	English	cc
engjps	eng	English	public
englxxup	eng	English	public
eskNT	esk	Northwest Alaska Eskimo	cc
tvk	tvk	Ambrym, Southeast	cc
bki	bki	Baki	cc
lww	lww	Lewo	cc
klv	klv	Maskelynes	cc
tnk	tnk	Nafe	cc
tnn	tnn	North Tanna	cc
pma	pma	Paama	cc
nwi	nwi	Southwest Tanna	cc
tgp	tgp	Tangoa	cc
upv	upv	Uripiv-Wala-Rano-Atchin	cc
tnp	tnp	Whitesands	cc
latVUC	lat	Latin	public
vieovcb	vie	Tiếng Việt	cc
vie1934	vie	Vietnamese	public
sna	sna	chiShona	cc
dov	dov	Dombe	cc
nde	nde	Ndebele	cc
